Orthogroup	Amblyomma_aureolatum	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0000010	sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN, sp|P80229|ILEU_PIG, sp|Q1JPB0|ILEU_BOVIN, sp|Q4G075|ILEUA_RAT, sp|Q5I0S8|ILEU_XENTR, sp|Q5SV42|ILEUC_MOUSE, sp|Q64118|A1AT_MERUN, sp|Q8VHP7|ILEUB_MOUSE, sp|Q9D154|ILEUA_MOUSE, sp|Q9TSZ0|ANGT_CALJA	tr|A0A023FKT4|A0A023FKT4_AMBCJ, tr|A0A023GAT4|A0A023GAT4_AMBTT, tr|A0A023GK55|A0A023GK55_AMBTT, tr|G0WS04|G0WS04_RHIMP, tr|G3MGC3|G3MGC3_AMBMU, tr|G3MPA2|G3MPA2_AMBMU, tr|K7X6U2|K7X6U2_9ACAR, tr|L7LQN0|L7LQN0_RHIPC, tr|L7LRZ2|L7LRZ2_RHIPC, tr|V9VKZ6|V9VKZ6_RHIMP, tr|V9VLM1|V9VLM1_RHIMP, tr|V9VMN2|V9VMN2_RHIMP, tr|V9VMP1|V9VMP1_RHIMP		sp|P48594|SPB4_HUMAN, sp|Q1JPB0|ILEU_BOVIN, sp|Q5SV42|ILEUC_MOUSE, sp|Q9D154|ILEUA_MOUSE	sp|B4USX2|SPB10_OTOGA, sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN, sp|Q5I0S8|ILEU_XENTR, sp|Q5SV42|ILEUC_MOUSE, sp|Q8VHP7|ILEUB_MOUSE, sp|Q9D154|ILEUA_MOUSE
OG0000011	sp|O24312|TCMO_POPTM, sp|O42430|CP1A1_LIMLI, sp|O54750|CP2J6_MOUSE, sp|P20678|CP2H2_CHICK, sp|P24461|CP2G1_RABIT, sp|P33265|CP2CS_MESAU, sp|P33267|CP2F2_MOUSE, sp|P51589|CP2J2_HUMAN, sp|P56591|CP1A1_SHEEP, sp|P56593|CP2AC_MOUSE, sp|P79760|CP1A4_CHICK, sp|Q16696|CP2AD_HUMAN, sp|Q64458|CP2CT_MOUSE, sp|Q8WNE1|CP2F5_GORGO	tr|A0A023FKP5|A0A023FKP5_AMBCJ, tr|A0A023GN25|A0A023GN25_AMBTT, tr|A0A023GPH0|A0A023GPH0_AMBTT, tr|B7P1Y4|B7P1Y4_IXOSC, tr|B7P2D6|B7P2D6_IXOSC, tr|B7P8J3|B7P8J3_IXOSC, tr|B7PEQ4|B7PEQ4_IXOSC, tr|B7PK01|B7PK01_IXOSC, tr|B7PLD4|B7PLD4_IXOSC, tr|B7PSW2|B7PSW2_IXOSC, tr|B7PTT2|B7PTT2_IXOSC, tr|B7PVI4|B7PVI4_IXOSC, tr|B7PW34|B7PW34_IXOSC, tr|B7QLU8|B7QLU8_IXOSC, tr|V5GN43|V5GN43_IXORI, tr|V5HX49|V5HX49_IXORI, tr|V5I4U3|V5I4U3_IXORI	tr|B7Q181|B7Q181_IXOSC		sp|O54750|CP2J6_MOUSE, sp|P11509|CP2A6_HUMAN
OG0000012	sp|A0JUU0|IF2_ARTS2, sp|A1B587|IF2_PARDP, sp|A1T7H8|IF2_MYCVP, sp|A4QEZ2|IF2_CORGB, sp|A5GNJ0|IF2_SYNPW, sp|A6W7Z2|IF2_KINRD, sp|A8L6F4|IF2_FRASN, sp|A9WPV8|IF2_RENSM, sp|B1VYN5|IF2_STRGG, sp|B1ZDQ8|IF2_METPB, sp|B8HUA9|IF2_CYAP4, sp|C0ZYA5|IF2_RHOE4, sp|C1B313|IF2_RHOOB, sp|C5BWS3|IF2_BEUC1, sp|Q0RDS4|IF2_FRAAA, sp|Q0S219|IF2_RHOJR, sp|Q1DAM6|IF2_MYXXD, sp|Q2S1N7|IF2_SALRD, sp|Q2VZV0|IF2_MAGSA, sp|Q6D9A5|IF2_PECAS, sp|Q6LUJ2|IF2_PHOPR, sp|Q7MI09|IF2_VIBVY, sp|Q7V5M4|IF2_PROMM, sp|Q8CJQ8|IF2_STRCO, sp|Q8YQJ1|IF2_NOSS1	tr|L7LUV5|L7LUV5_RHIPC		sp|A4FM34|IF2_SACEN, sp|B9EBE9|IF2_MACCJ, sp|Q4A9A2|IF2_MYCHJ, sp|Q73VV4|IF2_MYCPA	sp|A1R516|IF2_PAEAT, sp|P46198|IF2M_BOVIN, sp|Q7UZZ9|IF2_PROMP
OG0000013		tr|A0A023FC79|A0A023FC79_AMBCJ, tr|A0A023FPY8|A0A023FPY8_AMBCJ, tr|A0A023FZ61|A0A023FZ61_AMBPA, tr|A0A023G1K3|A0A023G1K3_AMBPA, tr|A0A023GAW4|A0A023GAW4_AMBTT, tr|B7P358|B7P358_IXOSC, tr|B7Q3S2|B7Q3S2_IXOSC, tr|E2J6Q3|E2J6Q3_9ACAR, tr|F0JA09|F0JA09_AMBVA, tr|G3MHJ0|G3MHJ0_AMBMU, tr|G3MIH1|G3MIH1_AMBMU, tr|L7LQ68|L7LQ68_RHIPC, tr|L7LQ98|L7LQ98_RHIPC, tr|L7LQZ0|L7LQZ0_RHIPC, tr|L7LR33|L7LR33_RHIPC, tr|L7LRA8|L7LRA8_RHIPC, tr|L7LRH6|L7LRH6_RHIPC, tr|L7LRK2|L7LRK2_RHIPC, tr|L7LRS6|L7LRS6_RHIPC, tr|L7LTF6|L7LTF6_RHIPC, tr|L7LTF9|L7LTF9_RHIPC, tr|L7LTJ2|L7LTJ2_RHIPC, tr|L7LTL7|L7LTL7_RHIPC, tr|L7LTY6|L7LTY6_RHIPC, tr|L7MB50|L7MB50_RHIPC, tr|L7MHF5|L7MHF5_RHIPC, tr|L7MI12|L7MI12_RHIPC, tr|L7MK30|L7MK30_RHIPC	tr|A0A224YFD1|A0A224YFD1_9ACAR, tr|A0A224YL63|A0A224YL63_9ACAR, tr|L7LRS6|L7LRS6_RHIPC, tr|L7LTJ2|L7LTJ2_RHIPC		
OG0000014	sp|B2RRE4|Z518B_MOUSE	tr|L7LSD8|L7LSD8_RHIPC, tr|L7LTA7|L7LTA7_RHIPC, tr|L7LVW7|L7LVW7_RHIPC, tr|L7LW23|L7LW23_RHIPC, tr|L7LWB2|L7LWB2_RHIPC, tr|L7LWL1|L7LWL1_RHIPC, tr|L7LXW9|L7LXW9_RHIPC, tr|L7LYD2|L7LYD2_RHIPC, tr|L7LZJ2|L7LZJ2_RHIPC, tr|L7M047|L7M047_RHIPC, tr|L7M2B6|L7M2B6_RHIPC, tr|L7M2Y6|L7M2Y6_RHIPC, tr|L7M499|L7M499_RHIPC, tr|L7MCL4|L7MCL4_RHIPC, tr|L7MF17|L7MF17_RHIPC, tr|L7MFL4|L7MFL4_RHIPC, tr|L7MFV1|L7MFV1_RHIPC, tr|L7MFX6|L7MFX6_RHIPC, tr|L7MG05|L7MG05_RHIPC, tr|L7MGU1|L7MGU1_RHIPC, tr|L7MHZ2|L7MHZ2_RHIPC, tr|L7MI52|L7MI52_RHIPC, tr|L7MID1|L7MID1_RHIPC, tr|L7MIN0|L7MIN0_RHIPC, tr|L7MKE3|L7MKE3_RHIPC, tr|L7MKY8|L7MKY8_RHIPC, tr|L7MLJ4|L7MLJ4_RHIPC, tr|L7MMG4|L7MMG4_RHIPC, tr|L7MMR1|L7MMR1_RHIPC			sp|Q6PD29|ZN513_MOUSE
OG0000015		tr|A0A023FEC9|A0A023FEC9_AMBCJ, tr|A0A023FQ61|A0A023FQ61_AMBCJ, tr|A0A023FRB8|A0A023FRB8_AMBCJ, tr|A0A023FRL4|A0A023FRL4_AMBCJ, tr|A0A023FXK8|A0A023FXK8_AMBPA, tr|A0A023G160|A0A023G160_AMBPA, tr|A0A023G8T4|A0A023G8T4_AMBTT, tr|A0A023G943|A0A023G943_AMBTT, tr|A0A023GD47|A0A023GD47_AMBTT, tr|A0A023GD74|A0A023GD74_AMBTT, tr|A0A034WTW4|A0A034WTW4_RHIMP, tr|A0A034WWI8|A0A034WWI8_RHIMP, tr|A0A034WXQ2|A0A034WXQ2_RHIMP, tr|B7P1C2|B7P1C2_IXOSC, tr|B7P7B7|B7P7B7_IXOSC, tr|B7QA07|B7QA07_IXOSC, tr|B7QHL9|B7QHL9_IXOSC, tr|C9E2Y7|C9E2Y7_RHIMP, tr|G3MFX6|G3MFX6_AMBMU, tr|G3MGW0|G3MGW0_AMBMU, tr|G3MJR3|G3MJR3_AMBMU, tr|G3MKZ0|G3MKZ0_AMBMU, tr|G3MQK8|G3MQK8_AMBMU, tr|G3MSM4|G3MSM4_AMBMU, tr|L7LQV1|L7LQV1_RHIPC, tr|L7LQZ8|L7LQZ8_RHIPC, tr|L7LSK1|L7LSK1_RHIPC, tr|L7MGC8|L7MGC8_RHIPC, tr|L7MK38|L7MK38_RHIPC, tr|Q4R194|Q4R194_HAELO, tr|V5HNE8|V5HNE8_IXORI			
OG0000016		tr|A0A023FQD1|A0A023FQD1_AMBCJ, tr|A0A023GC29|A0A023GC29_AMBTT, tr|B7P0Q5|B7P0Q5_IXOSC, tr|B7P239|B7P239_IXOSC, tr|B7PC72|B7PC72_IXOSC, tr|B7PCC9|B7PCC9_IXOSC, tr|B7PI98|B7PI98_IXOSC, tr|B7PVF4|B7PVF4_IXOSC, tr|B7PZG1|B7PZG1_IXOSC, tr|B7Q756|B7Q756_IXOSC, tr|B7QCK6|B7QCK6_IXOSC, tr|B7QFQ6|B7QFQ6_IXOSC, tr|B7QKH5|B7QKH5_IXOSC, tr|L7LT64|L7LT64_RHIPC, tr|L7M3F8|L7M3F8_RHIPC, tr|L7M5C8|L7M5C8_RHIPC, tr|L7MFV7|L7MFV7_RHIPC, tr|L7MGU3|L7MGU3_RHIPC, tr|L7MHL7|L7MHL7_RHIPC, tr|L7MIW5|L7MIW5_RHIPC, tr|L7MJ81|L7MJ81_RHIPC, tr|L7MLT7|L7MLT7_RHIPC, tr|V5H6V3|V5H6V3_IXORI, tr|V5HJ05|V5HJ05_IXORI, tr|V5HJL0|V5HJL0_IXORI, tr|V5HRR0|V5HRR0_IXORI, tr|V5I0R3|V5I0R3_IXORI, tr|V5IF24|V5IF24_IXORI, tr|V5IJV1|V5IJV1_IXORI, tr|V5IJX7|V5IJX7_IXORI			
OG0000017		tr|A0A090XAI3|A0A090XAI3_IXORI, tr|A0A090XDT0|A0A090XDT0_IXORI, tr|B7Q5X5|B7Q5X5_IXOSC, tr|B7Q9E6|B7Q9E6_IXOSC, tr|V5GXL1|V5GXL1_IXORI, tr|V5H5L2|V5H5L2_IXORI, tr|V5H9Y1|V5H9Y1_IXORI, tr|V5HCW7|V5HCW7_IXORI, tr|V5HDW7|V5HDW7_IXORI, tr|V5HKS4|V5HKS4_IXORI, tr|V5HNL1|V5HNL1_IXORI, tr|V5HNU4|V5HNU4_IXORI, tr|V5HQ06|V5HQ06_IXORI, tr|V5HQB6|V5HQB6_IXORI, tr|V5HQV2|V5HQV2_IXORI, tr|V5HTR1|V5HTR1_IXORI, tr|V5HTT6|V5HTT6_IXORI, tr|V5HVJ6|V5HVJ6_IXORI, tr|V5HVQ4|V5HVQ4_IXORI, tr|V5HW52|V5HW52_IXORI, tr|V5HXQ3|V5HXQ3_IXORI, tr|V5HXT1|V5HXT1_IXORI, tr|V5I0F2|V5I0F2_IXORI, tr|V5IEQ9|V5IEQ9_IXORI, tr|V5IHS3|V5IHS3_IXORI, tr|V5IIS6|V5IIS6_IXORI, tr|V5IJ82|V5IJ82_IXORI, tr|V5IJW2|V5IJW2_IXORI, tr|V5IK24|V5IK24_IXORI			
OG0000018		tr|A0A090X7N0|A0A090X7N0_IXORI, tr|A0A090X7N5|A0A090X7N5_IXORI, tr|A0A090X7Q5|A0A090X7Q5_IXORI, tr|A0A090X8E6|A0A090X8E6_IXORI, tr|A0A090X8S0|A0A090X8S0_IXORI, tr|A0A090X8T1|A0A090X8T1_IXORI, tr|A0A090X8T3|A0A090X8T3_IXORI, tr|A0A090X9R2|A0A090X9R2_IXORI, tr|A0A090XAT7|A0A090XAT7_IXORI, tr|A0A090XAU6|A0A090XAU6_IXORI, tr|A0A090XB78|A0A090XB78_IXORI, tr|A0A090XE27|A0A090XE27_IXORI, tr|B7Q208|B7Q208_IXOSC, tr|L7LSU2|L7LSU2_RHIPC, tr|L7LV33|L7LV33_RHIPC, tr|L7LZG4|L7LZG4_RHIPC, tr|L7MA61|L7MA61_RHIPC, tr|L7MAD0|L7MAD0_RHIPC, tr|L7MAV1|L7MAV1_RHIPC, tr|L7MEQ0|L7MEQ0_RHIPC, tr|L7MGP0|L7MGP0_RHIPC, tr|L7MI45|L7MI45_RHIPC, tr|L7MLD0|L7MLD0_RHIPC, tr|L7MMT2|L7MMT2_RHIPC, tr|V5H6C0|V5H6C0_IXORI, tr|V5HIW8|V5HIW8_IXORI, tr|V5IKA7|V5IKA7_IXORI			
OG0000019		tr|A0A023G571|A0A023G571_AMBTT, tr|A0A090X892|A0A090X892_IXORI, tr|A0A090X8B8|A0A090X8B8_IXORI, tr|A0A090XCL2|A0A090XCL2_IXORI, tr|A0A090XDG4|A0A090XDG4_IXORI, tr|A0A090XED0|A0A090XED0_IXORI, tr|B7P503|B7P503_IXOSC, tr|B7P549|B7P549_IXOSC, tr|B7P5Z3|B7P5Z3_IXOSC, tr|B7PGF4|B7PGF4_IXOSC, tr|B7PH68|B7PH68_IXOSC, tr|B7PMQ3|B7PMQ3_IXOSC, tr|B7PNN2|B7PNN2_IXOSC, tr|B7PWW0|B7PWW0_IXOSC, tr|B7PZV3|B7PZV3_IXOSC, tr|B7QAF8|B7QAF8_IXOSC, tr|B7QEJ9|B7QEJ9_IXOSC, tr|B7QK96|B7QK96_IXOSC, tr|B7QKV8|B7QKV8_IXOSC, tr|G3MIL4|G3MIL4_AMBMU, tr|G3MTP4|G3MTP4_AMBMU, tr|L7M2E7|L7M2E7_RHIPC, tr|L7MIE5|L7MIE5_RHIPC, tr|L7MJ28|L7MJ28_RHIPC, tr|L7MK37|L7MK37_RHIPC, tr|V5HBI4|V5HBI4_IXORI			
OG0000020		tr|A0A023GCS4|A0A023GCS4_AMBTT, tr|A0A090X8J8|A0A090X8J8_IXORI, tr|B7P8J2|B7P8J2_IXOSC, tr|B7P9T2|B7P9T2_IXOSC, tr|B7P9T4|B7P9T4_IXOSC, tr|B7PDI5|B7PDI5_IXOSC, tr|B7PHA5|B7PHA5_IXOSC, tr|B7PJ14|B7PJ14_IXOSC, tr|B7PJ15|B7PJ15_IXOSC, tr|B7PJV6|B7PJV6_IXOSC, tr|B7PRA7|B7PRA7_IXOSC, tr|B7PU10|B7PU10_IXOSC, tr|B7PWK1|B7PWK1_IXOSC, tr|B7PZE9|B7PZE9_IXOSC, tr|B7Q774|B7Q774_IXOSC, tr|B7Q9T7|B7Q9T7_IXOSC, tr|B7QBN7|B7QBN7_IXOSC, tr|B7QCZ1|B7QCZ1_IXOSC, tr|B7QFE5|B7QFE5_IXOSC, tr|B7QH53|B7QH53_IXOSC, tr|B7QLV3|B7QLV3_IXOSC, tr|V5H9Q0|V5H9Q0_IXORI, tr|V5HGT5|V5HGT5_IXORI, tr|V5HXL3|V5HXL3_IXORI, tr|V5IE32|V5IE32_IXORI, tr|V5IG89|V5IG89_IXORI			
OG0000021	sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI	tr|A0A023FSS7|A0A023FSS7_AMBCJ, tr|A0A023FY51|A0A023FY51_AMBPA, tr|A0A023G908|A0A023G908_AMBTT, tr|A0A023GAE5|A0A023GAE5_AMBTT, tr|A0A023GDJ9|A0A023GDJ9_AMBTT, tr|A0A023GML2|A0A023GML2_AMBTT, tr|A0A023GML9|A0A023GML9_AMBTT, tr|A0A023GMM1|A0A023GMM1_AMBTT, tr|A0A034WTZ9|A0A034WTZ9_RHIMP, tr|B7P5P6|B7P5P6_IXOSC, tr|B7P5P9|B7P5P9_IXOSC, tr|B7P5Q4|B7P5Q4_IXOSC, tr|B7PIJ2|B7PIJ2_IXOSC, tr|B7PIJ7|B7PIJ7_IXOSC, tr|B7PKF3|B7PKF3_IXOSC, tr|B7PZU0|B7PZU0_IXOSC, tr|B7Q5M8|B7Q5M8_IXOSC, tr|B7QD79|B7QD79_IXOSC	tr|B7Q5M7|B7Q5M7_IXOSC	sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI	sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI
OG0000022	sp|A8Y7P3|VKTB3_DABSI, sp|B5KL31|VKT3_PSEPO, sp|B5L5M7|IVBI_AUSSU, sp|P00992|VKT3_VIPAA, sp|Q90WA0|VKT2_PSETT	tr|B7Q9M8|B7Q9M8_IXOSC, tr|B7QGP0|B7QGP0_IXOSC, tr|B8QPD3|B8QPD3_RHIMP, tr|I7GSE5|I7GSE5_HAELO, tr|L7MHF1|L7MHF1_RHIPC, tr|L7MK11|L7MK11_RHIPC		sp|A7X3V7|VKT1_PHIOL, sp|D8KY58|VKT_BOMTE, sp|Q6ITB5|VKT1_OXYMI	sp|A8Y7N7|VKTC4_DABSI, sp|B2KTG1|VKT_BUNFA, sp|B6RLX2|VKTCT_OPHHA, sp|P00993|IBP_CARCR, sp|P00994|ISIK_HELPO, sp|P0C8W3|VKT11_HOFGE, sp|P0DJ77|VKT5_CYRSC, sp|P24541|VKT_ERIMA, sp|Q6T6S5|VKT2_BITGA, sp|Q90W98|VKT4_PSETT, sp|Q90WA0|VKT2_PSETT
OG0000023		tr|A0A023FQE9|A0A023FQE9_AMBCJ, tr|A0A023FQN6|A0A023FQN6_AMBCJ, tr|A0A023FRT2|A0A023FRT2_AMBCJ, tr|A0A023FRV3|A0A023FRV3_AMBCJ, tr|A0A023FTM7|A0A023FTM7_AMBCJ, tr|A0A023FTR9|A0A023FTR9_AMBCJ, tr|A0A023G212|A0A023G212_AMBPA, tr|A0A023GDB8|A0A023GDB8_AMBTT, tr|A0A023GDC3|A0A023GDC3_AMBTT, tr|G3MFU0|G3MFU0_AMBMU, tr|G3MGL1|G3MGL1_AMBMU, tr|G3MIQ8|G3MIQ8_AMBMU, tr|G3MNM8|G3MNM8_AMBMU, tr|G3MRR1|G3MRR1_AMBMU, tr|G3MSY3|G3MSY3_AMBMU, tr|G3MTS7|G3MTS7_AMBMU, tr|L7LQJ3|L7LQJ3_RHIPC, tr|L7LQW6|L7LQW6_RHIPC, tr|L7LRG5|L7LRG5_RHIPC, tr|L7LT27|L7LT27_RHIPC, tr|L7LT78|L7LT78_RHIPC, tr|L7LTK1|L7LTK1_RHIPC, tr|L7MBU6|L7MBU6_RHIPC, tr|L7MEH4|L7MEH4_RHIPC, tr|L7MGM6|L7MGM6_RHIPC			
OG0000024	sp|A5UBQ1|DNAK_HAEIE, sp|C4K3I6|DNAK_HAMD5, sp|P20029|BIP_MOUSE, sp|P41827|HSP74_ANOAL, sp|P49118|BIP_SOLLC, sp|Q00043|HSP70_AJECA, sp|Q5NFG7|DNAK_FRATT, sp|Q9U639|HSP7D_MANSE	tr|A0A023FQ54|A0A023FQ54_AMBCJ, tr|A0A023GNY6|A0A023GNY6_AMBTT, tr|G3MF27|G3MF27_AMBMU, tr|L7LX08|L7LX08_RHIPC, tr|L7MMF8|L7MMF8_RHIPC	tr|B7PAR6|B7PAR6_IXOSC	sp|O97125|HSP68_DROME, sp|Q5R511|GRP75_PONAB, sp|Q90593|BIP_CHICK, sp|Q9U639|HSP7D_MANSE	sp|O97125|HSP68_DROME, sp|P41826|HSP72_ANOAL, sp|P41827|HSP74_ANOAL, sp|Q5R511|GRP75_PONAB, sp|Q90593|BIP_CHICK, sp|Q9U639|HSP7D_MANSE
OG0000025		tr|A0A023FZA6|A0A023FZA6_AMBPA, tr|A0A090XCE4|A0A090XCE4_IXORI, tr|A0A090XF40|A0A090XF40_IXORI, tr|B7PE67|B7PE67_IXOSC, tr|B7PSZ4|B7PSZ4_IXOSC, tr|L7LS77|L7LS77_RHIPC, tr|L7LU37|L7LU37_RHIPC, tr|L7LV08|L7LV08_RHIPC, tr|L7LVZ7|L7LVZ7_RHIPC, tr|L7LW11|L7LW11_RHIPC, tr|L7M5H3|L7M5H3_RHIPC, tr|L7MA76|L7MA76_RHIPC, tr|L7MAT3|L7MAT3_RHIPC, tr|L7MAW1|L7MAW1_RHIPC, tr|L7MBZ6|L7MBZ6_RHIPC, tr|L7MEQ5|L7MEQ5_RHIPC, tr|L7MFA7|L7MFA7_RHIPC, tr|L7MKB3|L7MKB3_RHIPC, tr|L7MKE1|L7MKE1_RHIPC, tr|L7ML73|L7ML73_RHIPC, tr|L7MLI8|L7MLI8_RHIPC, tr|L7MMB3|L7MMB3_RHIPC, tr|L7MML3|L7MML3_RHIPC, tr|V5H8S2|V5H8S2_IXORI			
OG0000026	sp|P0CQ76|DBP2_CRYNJ, sp|Q501J6|DDX17_MOUSE, sp|Q61656|DDX5_MOUSE, sp|Q92841|DDX17_HUMAN	tr|A0A023FLZ1|A0A023FLZ1_AMBCJ, tr|A0A023G7V7|A0A023G7V7_AMBTT, tr|B7P8J4|B7P8J4_IXOSC, tr|L7LWK5|L7LWK5_RHIPC, tr|L7M9P5|L7M9P5_RHIPC, tr|L7MAD6|L7MAD6_RHIPC, tr|V5IK42|V5IK42_IXORI		sp|P0CQ76|DBP2_CRYNJ, sp|Q4PHU9|DBP2_USTMA, sp|Q501J6|DDX17_MOUSE, sp|Q61656|DDX5_MOUSE, sp|Q92841|DDX17_HUMAN	sp|A1C6C4|DBP2_ASPCL, sp|A5DL80|DBP2_PICGU, sp|P17844|DDX5_HUMAN, sp|Q4R6M5|DDX5_MACFA, sp|Q501J6|DDX17_MOUSE, sp|Q61656|DDX5_MOUSE, sp|Q92841|DDX17_HUMAN
OG0000027		tr|A0A023FPB1|A0A023FPB1_AMBCJ, tr|A0A023GK64|A0A023GK64_AMBTT, tr|A0A023GKT5|A0A023GKT5_AMBTT, tr|A0A023GL14|A0A023GL14_AMBTT, tr|A0A023GLH9|A0A023GLH9_AMBTT, tr|A0A090XCL7|A0A090XCL7_IXORI, tr|B7P317|B7P317_IXOSC, tr|B7P6U2|B7P6U2_IXOSC, tr|B7PB37|B7PB37_IXOSC, tr|B7PME9|B7PME9_IXOSC, tr|B7PSV0|B7PSV0_IXOSC, tr|B7Q3W6|B7Q3W6_IXOSC, tr|B7QJ48|B7QJ48_IXOSC, tr|B7QJP3|B7QJP3_IXOSC, tr|B7QJP4|B7QJP4_IXOSC, tr|G3MIH0|G3MIH0_AMBMU, tr|G3MJT1|G3MJT1_AMBMU, tr|G3MSH3|G3MSH3_AMBMU, tr|L7M2K6|L7M2K6_RHIPC, tr|P98186|P98186_RHIMP, tr|V5HBS1|V5HBS1_IXORI, tr|V5HS95|V5HS95_IXORI			
OG0000028		tr|A0A023FUD8|A0A023FUD8_AMBCJ, tr|A0A023FZB5|A0A023FZB5_AMBPA, tr|A0A023G6W0|A0A023G6W0_AMBTT, tr|A0A023GA77|A0A023GA77_AMBTT, tr|A0A034WTT6|A0A034WTT6_RHIMP, tr|A0A034WU15|A0A034WU15_RHIMP, tr|A0A034WXM8|A0A034WXM8_RHIMP, tr|A0A034WZ19|A0A034WZ19_RHIMP, tr|A0A034WZ83|A0A034WZ83_RHIMP, tr|A0A090XBC9|A0A090XBC9_IXORI, tr|A0A090XBE1|A0A090XBE1_IXORI, tr|A0A090XEB8|A0A090XEB8_IXORI, tr|G3MRT2|G3MRT2_AMBMU, tr|L7M9B9|L7M9B9_RHIPC, tr|L7M9I7|L7M9I7_RHIPC, tr|L7MBL5|L7MBL5_RHIPC, tr|L7MBM3|L7MBM3_RHIPC, tr|L7MBU1|L7MBU1_RHIPC, tr|L7MI42|L7MI42_RHIPC, tr|L7ML85|L7ML85_RHIPC, tr|V5I2P2|V5I2P2_IXORI, tr|V5IB76|V5IB76_IXORI			
OG0000029	sp|O00934|MYOA_TOXGO, sp|O94477|MYO52_SCHPO, sp|P05659|MYSN_ACACA, sp|P08799|MYS2_DICDI, sp|P10569|MYSC_ACACA, sp|P54696|MYOH_DICDI, sp|Q23979|MY61F_DROME, sp|Q569U0|MYO19_XENLA, sp|Q9HD67|MYO10_HUMAN, sp|Q9TW28|MYOM_DICDI, sp|Q9U1M8|MYOI_DICDI, sp|Q9USI6|MYO2_SCHPO	tr|A0A023GGN0|A0A023GGN0_AMBTT, tr|A0A023GLE5|A0A023GLE5_AMBTT, tr|B7P0V1|B7P0V1_IXOSC, tr|B7Q4A8|B7Q4A8_IXOSC, tr|B7Q507|B7Q507_IXOSC, tr|D0UJI1|D0UJI1_9ACAR, tr|L7M7V4|L7M7V4_RHIPC, tr|L7MIX7|L7MIX7_RHIPC			sp|Q23979|MY61F_DROME
OG0000030		tr|A0A023FF62|A0A023FF62_AMBCJ, tr|A0A023FPN3|A0A023FPN3_AMBCJ, tr|A0A023FZS5|A0A023FZS5_AMBPA, tr|A0A023G3J9|A0A023G3J9_AMBTT, tr|A0A023GBJ9|A0A023GBJ9_AMBTT, tr|A0A068LER5|A0A068LER5_RHISA, tr|B7PPE9|B7PPE9_IXOSC, tr|G3MJA4|G3MJA4_AMBMU, tr|G3MKA5|G3MKA5_AMBMU, tr|G3MR03|G3MR03_AMBMU, tr|L7LQF2|L7LQF2_RHIPC, tr|L7LQH4|L7LQH4_RHIPC, tr|L7LR89|L7LR89_RHIPC, tr|L7LRD4|L7LRD4_RHIPC, tr|L7LRN0|L7LRN0_RHIPC, tr|L7LTA3|L7LTA3_RHIPC, tr|L7LTR4|L7LTR4_RHIPC, tr|L7LTW6|L7LTW6_RHIPC, tr|L7MGA1|L7MGA1_RHIPC, tr|L7MM07|L7MM07_RHIPC, tr|Q45R47|Q45R47_RHIMP			
OG0000031		tr|A0A023FP83|A0A023FP83_AMBCJ, tr|A0A023FRJ0|A0A023FRJ0_AMBCJ, tr|A0A023FS36|A0A023FS36_AMBCJ, tr|A0A068LGB8|A0A068LGB8_RHISA, tr|G3MLN2|G3MLN2_AMBMU, tr|G3MLS4|G3MLS4_AMBMU, tr|G3MQ15|G3MQ15_AMBMU, tr|L7LQL7|L7LQL7_RHIPC, tr|L7LQM2|L7LQM2_RHIPC, tr|L7LRD9|L7LRD9_RHIPC, tr|L7LRW7|L7LRW7_RHIPC, tr|L7LRX7|L7LRX7_RHIPC, tr|L7LTS0|L7LTS0_RHIPC, tr|L7LTT1|L7LTT1_RHIPC, tr|L7LTX6|L7LTX6_RHIPC, tr|L7LTX9|L7LTX9_RHIPC, tr|L7LTY3|L7LTY3_RHIPC, tr|Q1ZZW9|Q1ZZW9_9ACAR, tr|Q45R51|Q45R51_RHIMP	tr|A0A131ZAV6|A0A131ZAV6_RHIAP, tr|Q45R50|Q45R50_RHIMP		
OG0000032		tr|A0A023FR14|A0A023FR14_AMBCJ, tr|A0A023FZ19|A0A023FZ19_AMBPA, tr|A0A023G339|A0A023G339_AMBTT, tr|A0A023G8Z3|A0A023G8Z3_AMBTT, tr|A0A023GAL0|A0A023GAL0_AMBTT, tr|A0A023GAU8|A0A023GAU8_AMBTT, tr|A0A023GAV0|A0A023GAV0_AMBTT, tr|A0A023GAW6|A0A023GAW6_AMBTT, tr|A0A023GD93|A0A023GD93_AMBTT, tr|A0A023GDH2|A0A023GDH2_AMBTT, tr|A0A034WXG0|A0A034WXG0_RHIMP, tr|A0A034WXG5|A0A034WXG5_RHIMP, tr|A0A034WZ51|A0A034WZ51_RHIMP, tr|G3MHD2|G3MHD2_AMBMU, tr|L7LU76|L7LU76_RHIPC, tr|L7LYB6|L7LYB6_RHIPC, tr|L7M8H6|L7M8H6_RHIPC, tr|L7M8N5|L7M8N5_RHIPC, tr|L7M9V9|L7M9V9_RHIPC, tr|L7M9W7|L7M9W7_RHIPC, tr|L7MLW2|L7MLW2_RHIPC			
