Orthogroup	Amblyomma_aureolatum	Ixodes_scapularis	Ornithodoros_erraticus	Ornithodoros_moubata	Ornithodoros_rostratus	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0000010						tr|A0A023FIQ1|A0A023FIQ1_AMBCJ, tr|A0A023G1K8|A0A023G1K8_AMBPA, tr|A0A023G612|A0A023G612_AMBTT, tr|A0A090X7Q1|A0A090X7Q1_IXORI, tr|A0A090X7Q9|A0A090X7Q9_IXORI, tr|A0A090XAD2|A0A090XAD2_IXORI, tr|A0A090XB39|A0A090XB39_IXORI, tr|A0A090XCL0|A0A090XCL0_IXORI, tr|G3MPG7|G3MPG7_AMBMU, tr|L7LRK9|L7LRK9_RHIPC, tr|L7LRX1|L7LRX1_RHIPC, tr|L7LS99|L7LS99_RHIPC, tr|L7LSY9|L7LSY9_RHIPC, tr|L7LT92|L7LT92_RHIPC, tr|L7LU58|L7LU58_RHIPC, tr|L7LWK8|L7LWK8_RHIPC, tr|L7LWP2|L7LWP2_RHIPC, tr|L7LWQ8|L7LWQ8_RHIPC, tr|L7LX14|L7LX14_RHIPC, tr|L7LXE3|L7LXE3_RHIPC, tr|L7LZC9|L7LZC9_RHIPC, tr|L7M053|L7M053_RHIPC, tr|L7M065|L7M065_RHIPC, tr|L7M1L9|L7M1L9_RHIPC, tr|L7M241|L7M241_RHIPC, tr|L7M2U2|L7M2U2_RHIPC, tr|L7M3S6|L7M3S6_RHIPC, tr|L7M9G4|L7M9G4_RHIPC, tr|L7MA83|L7MA83_RHIPC, tr|L7MAN2|L7MAN2_RHIPC, tr|L7MBI8|L7MBI8_RHIPC, tr|L7MBJ5|L7MBJ5_RHIPC, tr|L7MBS0|L7MBS0_RHIPC, tr|L7MC25|L7MC25_RHIPC, tr|L7MC56|L7MC56_RHIPC, tr|L7MCR7|L7MCR7_RHIPC, tr|L7MCU6|L7MCU6_RHIPC, tr|L7MD35|L7MD35_RHIPC, tr|L7MDB5|L7MDB5_RHIPC, tr|L7MDF3|L7MDF3_RHIPC, tr|L7MEM6|L7MEM6_RHIPC, tr|L7MHL5|L7MHL5_RHIPC, tr|L7MIX4|L7MIX4_RHIPC, tr|L7MIY8|L7MIY8_RHIPC, tr|L7MJ26|L7MJ26_RHIPC, tr|L7MJ46|L7MJ46_RHIPC, tr|L7MJF0|L7MJF0_RHIPC, tr|L7MKL6|L7MKL6_RHIPC, tr|L7MMP6|L7MMP6_RHIPC			
OG0000011	sp|Q3ZCU0|GVQW3_HUMAN		PNF20350.1, PNF34637.1, PNF42617.1	EFN72876.1, EZA46622.1, KDR20028.1, KMQ82802.1, KMQ83645.1, KOC65224.1, KYN30379.1, KYN41689.1, KZC08958.1, KZC11442.1, PNF13663.1, PNF14609.1, PNF15743.1, PNF16374.1, PNF18415.1, PNF20350.1, PNF21945.1, PNF23144.1, PNF23469.1, PNF23498.1, PNF24517.1, PNF29210.1, PNF30316.1, PNF33206.1, PNF34637.1, PNF35236.1, PNF38073.1, PNF41538.1, PNF42057.1, PSN29628.1, ROT70225.1, XP_011699262.1, XP_012136794.1, XP_012147627.1, XP_014481739.1, XP_015373628.1, XP_018301780.1, XP_025409926.1, XP_025418684.1, XP_025421236.1, XP_026811283.1, XP_026814323.1		tr|B6DZR6|B6DZR6_DERVA			sp|Q3ZCU0|GVQW3_HUMAN
OG0000012	sp|P80519|CU57_ARADI, sp|P83354|CU14A_LIMPO, sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI	EEC01919.1, EEC01921.1, EEC03471.1, EEC03473.1, EEC08503.1, JAA65987.1	tr|B7PBS1|B7PBS1_IXOSC	OQR75337.1, XP_023210966.1, tr|B7P5P7|B7P5P7_IXOSC, tr|B7P6K6|B7P6K6_IXOSC, tr|B7PDK2|B7PDK2_IXOSC, tr|B7PSC3|B7PSC3_IXOSC, tr|B7PXX7|B7PXX7_IXOSC	sp|P83355|CU14B_LIMPO	tr|A0A023FSS7|A0A023FSS7_AMBCJ, tr|A0A023FY51|A0A023FY51_AMBPA, tr|A0A023G2W2|A0A023G2W2_AMBTT, tr|A0A023G908|A0A023G908_AMBTT, tr|A0A023GAE5|A0A023GAE5_AMBTT, tr|A0A023GDJ9|A0A023GDJ9_AMBTT, tr|A0A023GML2|A0A023GML2_AMBTT, tr|A0A023GML9|A0A023GML9_AMBTT, tr|A0A023GMM1|A0A023GMM1_AMBTT, tr|A0A034WTZ9|A0A034WTZ9_RHIMP, tr|B7P5P4|B7P5P4_IXOSC, tr|B7P5P6|B7P5P6_IXOSC, tr|B7P5P9|B7P5P9_IXOSC, tr|B7P5Q0|B7P5Q0_IXOSC, tr|B7P5Q4|B7P5Q4_IXOSC, tr|B7PIJ2|B7PIJ2_IXOSC, tr|B7PIJ7|B7PIJ7_IXOSC, tr|B7PZU0|B7PZU0_IXOSC, tr|B7Q5M8|B7Q5M8_IXOSC, tr|B7Q7N6|B7Q7N6_IXOSC, tr|B7QD79|B7QD79_IXOSC, tr|K7N8D7|K7N8D7_HAELO	tr|B7Q5M7|B7Q5M7_IXOSC, tr|K7N8D7|K7N8D7_HAELO	sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI	sp|P84251|CU109_IXORI, sp|P84252|CU168_IXORI
OG0000013	sp|Q09575|YRD6_CAEEL		XP_008178499.1, XP_011858075.1, XP_013171405.1, XP_017462912.1, XP_017479034.1, XP_019894046.1, XP_021183516.1, XP_021967237.1, XP_022818470.1, XP_023243617.1, XP_024891754.1, XP_027214284.1, XP_028157446.1, XP_029156135.1	KMQ88234.1, KMQ89942.1, XP_011556902.1, XP_011562139.1, XP_011568277.1, XP_011872492.1, XP_013136418.1, XP_014357377.1, XP_014359116.1, XP_017468113.1, XP_017471608.1, XP_017479034.1, XP_017482855.1, XP_018401806.1, XP_021694215.1, XP_022226069.1, XP_022818470.1, XP_022823848.1, XP_023210631.1, XP_023243617.1, XP_026686142.1, XP_026689019.1, XP_028042664.1, XP_028164480.1, XP_028164488.1	sp|Q09575|YRD6_CAEEL	tr|B7P818|B7P818_IXOSC, tr|L7LTN5|L7LTN5_RHIPC, tr|L7MMK9|L7MMK9_RHIPC			sp|Q09575|YRD6_CAEEL
OG0000014	sp|Q11174|CHIT_CAEEL, sp|Q6RY07|CHIA_RAT, sp|Q91XA9|CHIA_MOUSE, sp|Q91Z98|CHIL4_MOUSE, sp|Q95M17|CHIA_BOVIN, sp|Q9BZP6|CHIA_HUMAN		EFX79431.1, EGI64600.1, KFM56730.1, KFM61851.1, XP_015916511.1, XP_021935181.1, XP_022246832.1, XP_026327691.1, XP_028027971.1	ABI52644.1, ETN60412.1, KPM07498.1, OQR69631.1, XP_012061787.1, XP_013785754.2, XP_015916511.1, XP_020277901.1, XP_022257376.1, XP_023230632.1, XP_023230667.1, tr|B7P0N2|B7P0N2_IXOSC, tr|B7PKN9|B7PKN9_IXOSC	sp|Q13231|CHIT1_HUMAN, sp|Q91XA9|CHIA_MOUSE, sp|Q95M17|CHIA_BOVIN	tr|B7P3Y5|B7P3Y5_IXOSC, tr|B7P5R0|B7P5R0_IXOSC, tr|B7PHY2|B7PHY2_IXOSC, tr|B7PHY3|B7PHY3_IXOSC, tr|B7Q5Y4|B7Q5Y4_IXOSC, tr|B7Q8Q4|B7Q8Q4_IXOSC, tr|L7M138|L7M138_RHIPC, tr|Q8MY79|Q8MY79_HAELO, tr|V5GWI0|V5GWI0_IXORI, tr|V5H5Z7|V5H5Z7_IXORI			sp|Q13231|CHIT1_HUMAN, sp|Q15782|CH3L2_HUMAN, sp|Q95M17|CHIA_BOVIN
OG0000015	sp|O95477|ABCA1_HUMAN, sp|P41233|ABCA1_MOUSE, sp|Q8T6J1|ABCA6_DICDI, sp|Q99758|ABCA3_HUMAN, sp|Q9BZC7|ABCA2_HUMAN		OQR68276.1, XP_022239457.1, XP_022251024.1, XP_022647772.1	KFB51285.1, PRD32326.1, PRD33672.1, RWS09653.1, XP_013772633.2, XP_013772792.1, XP_015925616.1, XP_018496407.1, XP_022239457.1, XP_022251024.1, XP_022647772.1, XP_022710558.1, XP_023214667.1, XP_023236608.1, XP_023727470.1, XP_028968379.1, tr|B7QBG9|B7QBG9_IXOSC	sp|P41233|ABCA1_MOUSE, sp|Q5SSE9|ABCAD_MOUSE, sp|Q8IZY2|ABCA7_HUMAN, sp|Q99758|ABCA3_HUMAN, sp|Q9BZC7|ABCA2_HUMAN, sp|Q9ESR9|ABCA2_RAT	tr|A0A023FKC2|A0A023FKC2_AMBCJ, tr|A0A023GBL8|A0A023GBL8_AMBTT, tr|B7PDQ3|B7PDQ3_IXOSC, tr|B7PNU6|B7PNU6_IXOSC, tr|L7LU77|L7LU77_RHIPC, tr|L7M2J6|L7M2J6_RHIPC, tr|L7MH91|L7MH91_RHIPC, tr|L7MKP7|L7MKP7_RHIPC, tr|L7ML15|L7ML15_RHIPC		sp|Q99758|ABCA3_HUMAN	sp|O95477|ABCA1_HUMAN, sp|Q99758|ABCA3_HUMAN
OG0000016	sp|P52307|5NTD_RHIMP, sp|Q9XZ43|5NTD_LUTLO	JAB71375.1	ABS30896.1, ABS30897.1, ACB70391.1, AGJ90350.1, EEC00741.1, ETN57989.1, ROT60904.1, XP_023233208.1, XP_027236452.1, tr|B7P2B9|B7P2B9_IXOSC, tr|B7QDH9|B7QDH9_IXOSC, tr|B7QI36|B7QI36_IXOSC, tr|B7QKF1|B7QKF1_IXOSC	ABS30897.1, AGJ90350.1, XP_022241438.1, XP_027236452.1, tr|B7P2B9|B7P2B9_IXOSC, tr|B7P7C8|B7P7C8_IXOSC, tr|B7PW54|B7PW54_IXOSC, tr|B7QHR7|B7QHR7_IXOSC	sp|P52307|5NTD_RHIMP, sp|Q05927|5NTD_BOVIN, sp|Q9XZ43|5NTD_LUTLO	sp|P52307|5NTD_RHIMP, tr|A0A023FMA1|A0A023FMA1_AMBCJ, tr|A0A023GNS3|A0A023GNS3_AMBTT, tr|A7LFZ7|A7LFZ7_IXOSC, tr|B7P8Z1|B7P8Z1_IXOSC, tr|G3MK31|G3MK31_AMBMU, tr|L7M9A5|L7M9A5_RHIPC, tr|L7M9B0|L7M9B0_RHIPC, tr|L7MBC1|L7MBC1_RHIPC, tr|L7MI38|L7MI38_RHIPC, tr|V5GJV1|V5GJV1_IXORI, tr|V5HT35|V5HT35_IXORI, tr|V5IJU4|V5IJU4_IXORI			sp|B3A0N5|APY_TABYA, sp|P21589|5NTD_HUMAN, sp|P52307|5NTD_RHIMP, sp|Q61503|5NTD_MOUSE
OG0000017	sp|O24312|TCMO_POPTM, sp|O42430|CP1A1_LIMLI, sp|O54750|CP2J6_MOUSE, sp|P20678|CP2H2_CHICK, sp|P24461|CP2G1_RABIT, sp|P33265|CP2CS_MESAU, sp|P33267|CP2F2_MOUSE, sp|P51589|CP2J2_HUMAN, sp|P56591|CP1A1_SHEEP, sp|P56593|CP2AC_MOUSE, sp|P79760|CP1A4_CHICK, sp|Q16696|CP2AD_HUMAN, sp|Q64458|CP2CT_MOUSE, sp|Q8WNE1|CP2F5_GORGO, sp|Q9CX98|CP2U1_MOUSE		tr|B7PIB3|B7PIB3_IXOSC	PNF26416.1, XP_015921401.1, XP_023238539.1, tr|B7PIB3|B7PIB3_IXOSC, tr|B7PSW2|B7PSW2_IXOSC, tr|B7Q245|B7Q245_IXOSC	sp|O54750|CP2J6_MOUSE, sp|Q54LT7|C519E_DICDI	tr|A0A023FKP5|A0A023FKP5_AMBCJ, tr|A0A023GN25|A0A023GN25_AMBTT, tr|A0A023GPH0|A0A023GPH0_AMBTT, tr|B7P1Y4|B7P1Y4_IXOSC, tr|B7P2D6|B7P2D6_IXOSC, tr|B7P8J3|B7P8J3_IXOSC, tr|B7PEQ4|B7PEQ4_IXOSC, tr|B7PK01|B7PK01_IXOSC, tr|B7PLD4|B7PLD4_IXOSC, tr|B7PSW2|B7PSW2_IXOSC, tr|B7PVI4|B7PVI4_IXOSC, tr|B7PW34|B7PW34_IXOSC, tr|V5GN43|V5GN43_IXORI, tr|V5HX49|V5HX49_IXORI, tr|V5I4U3|V5I4U3_IXORI	tr|B7Q181|B7Q181_IXOSC		sp|O54750|CP2J6_MOUSE, sp|P11509|CP2A6_HUMAN, sp|Q9CX98|CP2U1_MOUSE
OG0000018	sp|A8Y7P3|VKTB3_DABSI, sp|B5KL31|VKT3_PSEPO, sp|B5L5M7|IVBI_AUSSU, sp|P00992|VKT3_VIPAA, sp|P82968|MCPI_MELCP, sp|P86862|VKT1_ANTEL, sp|Q90WA0|VKT2_PSETT	EEC08037.1	ACF57858.1, BAM28739.1, PRD26526.1, XP_028178942.1	ACF57858.1, ADV40356.1, AGU16239.1, ARB50089.1, CAB55816.1, OTF84081.1, Swiss-Prot|P81162|Release, XP_011135445.1, XP_015432026.1, XP_022817328.1	sp|A5X2X1|VKT_SISCA, sp|Q9TWF8|VKT3_ANESU	tr|B7QGP0|B7QGP0_IXOSC, tr|B8QPD3|B8QPD3_RHIMP, tr|I7GSE5|I7GSE5_HAELO, tr|L7MHF1|L7MHF1_RHIPC, tr|L7MK11|L7MK11_RHIPC, tr|V5HSN4|V5HSN4_IXORI		sp|D8KY58|VKT_BOMTE, sp|Q6ITB5|VKT1_OXYMI	sp|A8Y7N7|VKTC4_DABSI, sp|B2KTG1|VKT_BUNFA, sp|B6RLX2|VKTCT_OPHHA, sp|P00994|ISIK_HELPO, sp|P0DN06|VKT1A_ANEVI, sp|P0DN13|VKT9_ANEVI, sp|P24541|VKT_ERIMA, sp|Q6T6S5|VKT2_BITGA, sp|Q90W98|VKT4_PSETT, sp|Q90WA0|VKT2_PSETT
OG0000019			EFA07205.2, KMQ85815.1, KMQ86388.1, KMQ86423.1, KMQ86587.1, KMQ88359.1, KMQ89105.1, ROT83867.1, XP_028967057.1	ADV03170.1, GBP56653.1, GBP80756.1, GBP85040.1, KMQ82214.1, KMQ85815.1, KMQ85849.1, KMQ86204.1, KMQ86388.1, KMQ86423.1, KMQ86466.1, KMQ86587.1, KMQ88359.1, KMQ89105.1, KMQ96765.1, KXZ75711.1, XP_008194894.1, XP_011555786.1, XP_011566034.1, XP_013163407.1, XP_014211535.1, XP_018360008.1, XP_018361218.1, XP_018397673.1, XP_022823098.1, XP_023211929.1, XP_023241283.1, XP_023314763.1, XP_023315212.1, XP_023948900.1, XP_029054143.1, XP_029163646.1		tr|L7LZ63|L7LZ63_RHIPC			
OG0000020						tr|A0A023FRT3|A0A023FRT3_AMBCJ, tr|A0A023FTW3|A0A023FTW3_AMBCJ, tr|A0A023FU50|A0A023FU50_AMBCJ, tr|A0A023FXL1|A0A023FXL1_AMBPA, tr|A0A023G5I2|A0A023G5I2_AMBTT, tr|A0A023G938|A0A023G938_AMBTT, tr|A0A023G9T5|A0A023G9T5_AMBTT, tr|A0A023GA89|A0A023GA89_AMBTT, tr|A0A023GCI2|A0A023GCI2_AMBTT, tr|A0A023GD09|A0A023GD09_AMBTT, tr|A0A023GDJ2|A0A023GDJ2_AMBTT, tr|A0A023GDM8|A0A023GDM8_AMBTT, tr|A0A034WTX6|A0A034WTX6_RHIMP, tr|A0A034WTX9|A0A034WTX9_RHIMP, tr|A0A034WU82|A0A034WU82_RHIMP, tr|A0A034WWH5|A0A034WWH5_RHIMP, tr|A0A034WWI2|A0A034WWI2_RHIMP, tr|A0A034WWJ8|A0A034WWJ8_RHIMP, tr|A0A034WWQ3|A0A034WWQ3_RHIMP, tr|A0A034WWQ7|A0A034WWQ7_RHIMP, tr|A0A034WX98|A0A034WX98_RHIMP, tr|A0A034WXA7|A0A034WXA7_RHIMP, tr|A0A034WXN5|A0A034WXN5_RHIMP, tr|A0A034WXP4|A0A034WXP4_RHIMP, tr|A0A034WYU7|A0A034WYU7_RHIMP, tr|A0A034WYV5|A0A034WYV5_RHIMP, tr|A0A034WYW0|A0A034WYW0_RHIMP, tr|A0A034WYY5|A0A034WYY5_RHIMP, tr|G3MFR5|G3MFR5_AMBMU, tr|G3MLB3|G3MLB3_AMBMU, tr|G3MP20|G3MP20_AMBMU, tr|G3MPC6|G3MPC6_AMBMU, tr|G3MQ64|G3MQ64_AMBMU, tr|G3MQN9|G3MQN9_AMBMU, tr|G3MQU6|G3MQU6_AMBMU, tr|G3MSX5|G3MSX5_AMBMU, tr|L7LRB1|L7LRB1_RHIPC, tr|L7LTH2|L7LTH2_RHIPC, tr|L7LTN9|L7LTN9_RHIPC, tr|L7LTU3|L7LTU3_RHIPC, tr|L7MM03|L7MM03_RHIPC, tr|L7MM71|L7MM71_RHIPC			
OG0000021	sp|A3C6D7|ACT2_ORYSJ, sp|P18603|ACT4_ARTSX, sp|P53476|ACT_TOXGO, sp|P84185|ACT5C_ANOGA	BAF98180.1	AAU88194.1, ABP01547.2, ABV60390.1, ABZ91668.1, ADX01224.1, AEI91060.1, AGR44847.1, KFM77038.1, XP_013793579.1, XP_017786298.1, XP_019758493.1, XP_026281658.1, tr|B7QDE8|B7QDE8_IXOSC	ABP01547.2, ABV60390.1, ABZ91674.1, ABZ91677.1, AGR44847.1, KOX77344.1, PRD22535.1, tr|B7QDE8|B7QDE8_IXOSC	sp|P18603|ACT4_ARTSX, sp|P53500|ACT_CYAM1, sp|P84185|ACT5C_ANOGA, sp|P85515|ACTZ_RAT	tr|A0A023GJC4|A0A023GJC4_AMBTT, tr|A0A023GJC8|A0A023GJC8_AMBTT, tr|A0A023GLP9|A0A023GLP9_AMBTT, tr|G3MLM7|G3MLM7_AMBMU, tr|L7MB37|L7MB37_RHIPC, tr|Q6X4W2|Q6X4W2_RHIAP	tr|G3MLM7|G3MLM7_AMBMU	sp|Q8R5C5|ACTY_MOUSE	sp|P12432|ACT1_TRYBB, sp|P84185|ACT5C_ANOGA, sp|Q8R5C5|ACTY_MOUSE
OG0000022	sp|P0DM55|VPI1_SCOJE	JAA63602.1	ACB70395.1	ACB70395.1, DAA34675.1		tr|A0A023FFJ6|A0A023FFJ6_AMBCJ, tr|A0A023FPY8|A0A023FPY8_AMBCJ, tr|A0A023FY26|A0A023FY26_AMBPA, tr|A0A023FZ17|A0A023FZ17_AMBPA, tr|A0A023FZ61|A0A023FZ61_AMBPA, tr|A0A023G1K3|A0A023G1K3_AMBPA, tr|A0A023GAW4|A0A023GAW4_AMBTT, tr|A0A023GE49|A0A023GE49_AMBTT, tr|B5M724|B5M724_AMBAM, tr|B5M777|B5M777_AMBAM, tr|B7PD28|B7PD28_IXOSC, tr|E2J6Q3|E2J6Q3_9ACAR, tr|F0JA09|F0JA09_AMBVA, tr|G3MF36|G3MF36_AMBMU, tr|G3MHJ0|G3MHJ0_AMBMU, tr|G3MIH1|G3MIH1_AMBMU, tr|L7LQ68|L7LQ68_RHIPC, tr|L7LQ98|L7LQ98_RHIPC, tr|L7LQZ0|L7LQZ0_RHIPC, tr|L7LR33|L7LR33_RHIPC, tr|L7LRH6|L7LRH6_RHIPC, tr|L7LRK2|L7LRK2_RHIPC, tr|L7LRS6|L7LRS6_RHIPC, tr|L7LTF6|L7LTF6_RHIPC, tr|L7LTF9|L7LTF9_RHIPC, tr|L7LTJ2|L7LTJ2_RHIPC, tr|L7LTL7|L7LTL7_RHIPC, tr|L7LTY6|L7LTY6_RHIPC, tr|L7MB50|L7MB50_RHIPC, tr|L7MHF5|L7MHF5_RHIPC, tr|L7MI12|L7MI12_RHIPC, tr|L7MK30|L7MK30_RHIPC	tr|A0A224YFD1|A0A224YFD1_9ACAR, tr|A0A224YL63|A0A224YL63_9ACAR, tr|L7LRS6|L7LRS6_RHIPC, tr|L7LTJ2|L7LTJ2_RHIPC		
OG0000023	sp|A0JUU0|IF2_ARTS2, sp|A1B587|IF2_PARDP, sp|A1T7H8|IF2_MYCVP, sp|A4QEZ2|IF2_CORGB, sp|A5GNJ0|IF2_SYNPW, sp|A6W7Z2|IF2_KINRD, sp|A8L6F4|IF2_FRASN, sp|A9WPV8|IF2_RENSM, sp|B1VYN5|IF2_STRGG, sp|B1ZDQ8|IF2_METPB, sp|B8HUA9|IF2_CYAP4, sp|C0ZYA5|IF2_RHOE4, sp|C1B313|IF2_RHOOB, sp|C5BWS3|IF2_BEUC1, sp|Q0RDS4|IF2_FRAAA, sp|Q0S219|IF2_RHOJR, sp|Q1DAM6|IF2_MYXXD, sp|Q2S1N7|IF2_SALRD, sp|Q2VZV0|IF2_MAGSA, sp|Q6D9A5|IF2_PECAS, sp|Q6LUJ2|IF2_PHOPR, sp|Q7MI09|IF2_VIBVY, sp|Q7V5M4|IF2_PROMM, sp|Q8CJQ8|IF2_STRCO, sp|Q8YQJ1|IF2_NOSS1			XP_023225436.1	sp|A8IG20|IF2_AZOC5, sp|Q2NC10|IF2_ERYLH, sp|Q3A4A7|IF2_PELCD, sp|Q7MXE4|IF2_PORGI, sp|Q8EHL5|IF2_SHEON	tr|L7LUV5|L7LUV5_RHIPC		sp|A4FM34|IF2_SACEN, sp|B9EBE9|IF2_MACCJ, sp|Q4A9A2|IF2_MYCHJ, sp|Q73VV4|IF2_MYCPA	sp|A1R516|IF2_PAEAT, sp|P46198|IF2M_BOVIN, sp|Q7UZZ9|IF2_PROMP
OG0000024	sp|P08537|TBA_XENLA, sp|P68373|TBA1C_MOUSE, sp|P92120|TBA_ENCHE	AEO32669.1	ACY66451.1, ADO30541.1, AII97815.1, KFM75149.1, KFM79250.1, RWS17673.1, XP_022663949.1, XP_022704508.1, XP_023212391.1	ADO30541.1, AFM80093.1, KFM61657.1, RWS17673.1, XP_022663949.1, XP_022704508.1	sp|P68370|TBA1A_RAT, sp|Q8WQ47|TBA_LEPDS, sp|Q9BQE3|TBA1C_HUMAN	tr|A0A023GKQ6|A0A023GKQ6_AMBTT, tr|A0A023GKX1|A0A023GKX1_AMBTT, tr|A0A023GNK0|A0A023GNK0_AMBTT, tr|B7PH43|B7PH43_IXOSC, tr|B7QP04|B7QP04_IXOSC, tr|G3MGQ1|G3MGQ1_AMBMU, tr|L7M1J3|L7M1J3_RHIPC, tr|L7MD37|L7MD37_RHIPC		sp|P41383|TBA2_PATVU, sp|P68373|TBA1C_MOUSE, sp|Q6AYZ1|TBA1C_RAT	sp|P06603|TBA1_DROME, sp|P06604|TBA2_DROME, sp|P08537|TBA_XENLA, sp|P09645|TBA8_CHICK, sp|Q9BQE3|TBA1C_HUMAN
OG0000025	sp|Q8BUZ3|TIGD4_MOUSE, sp|Q8IY51|TIGD4_HUMAN		GBP27806.1, XP_003739975.1, XP_008181524.1, XP_014097105.1, XP_023721482.1, tr|B7QKT5|B7QKT5_IXOSC	AOE48154.1, DAA34497.1, XP_003739975.1, XP_003739977.1, XP_008182065.1, XP_008557915.1, XP_014097105.1, XP_014250358.1, XP_015912227.1, XP_018900654.1, XP_022827522.1, XP_022914490.1, XP_023228548.1, XP_023310946.1, XP_023317375.1, XP_025191635.1, XP_025407157.1, XP_025829140.1, XP_026471616.1, tr|B7QKT5|B7QKT5_IXOSC	sp|Q8BUZ3|TIGD4_MOUSE, sp|Q8IY51|TIGD4_HUMAN	tr|A0A023FJP7|A0A023FJP7_AMBCJ, tr|A0A023G7C1|A0A023G7C1_AMBTT, tr|A0A023GKX0|A0A023GKX0_AMBTT, tr|L7MCM4|L7MCM4_RHIPC, tr|L7MKS4|L7MKS4_RHIPC, tr|L7MLD5|L7MLD5_RHIPC			sp|Q8BUZ3|TIGD4_MOUSE, sp|Q8IY51|TIGD4_HUMAN
OG0000026		EEC13574.1, EEC13575.1, EEC13576.1, EEC13578.1, EEC13579.1, EEC17914.1, EEC17915.1, EEC18682.1, JAA65447.1, JAB68672.1, JAB69086.1, JAB70362.1, JAB70455.1, JAB78019.1	ABD83654.1, ABK40086.2, ADN34301.1, AJR36491.1, AXP34688.1, DAA34429.1	AJR36491.1, AXP34688.1		tr|A0A023GME3|A0A023GME3_AMBTT, tr|A0A023GNW9|A0A023GNW9_AMBTT, tr|A0A023GP41|A0A023GP41_AMBTT, tr|A0A023GPB4|A0A023GPB4_AMBTT, tr|A0A034WXH7|A0A034WXH7_RHIMP, tr|A0A034WZ42|A0A034WZ42_RHIMP, tr|A0MVX0|A0MVX0_AMBAM, tr|B5ABL8|B5ABL8_DERVA, tr|B7Q403|B7Q403_IXOSC, tr|B7Q406|B7Q406_IXOSC, tr|B7QGE2|B7QGE2_IXOSC, tr|E1CAY0|E1CAY0_HAELO, tr|L7LWI3|L7LWI3_RHIPC, tr|L7M721|L7M721_RHIPC	tr|A0A034WXN6|A0A034WXN6_RHIMP, tr|A0A034WZ42|A0A034WZ42_RHIMP		
OG0000027		EEC18208.1				tr|A0A023FD84|A0A023FD84_AMBCJ, tr|A0A023FEG7|A0A023FEG7_AMBCJ, tr|A0A023FLV0|A0A023FLV0_AMBCJ, tr|A0A023FR63|A0A023FR63_AMBCJ, tr|A0A023FRM5|A0A023FRM5_AMBCJ, tr|A0A023FU93|A0A023FU93_AMBCJ, tr|A0A023FVP3|A0A023FVP3_AMBPA, tr|A0A023FXX4|A0A023FXX4_AMBPA, tr|A0A023G184|A0A023G184_AMBPA, tr|A0A023G4N9|A0A023G4N9_AMBTT, tr|A0A023G4Y3|A0A023G4Y3_AMBTT, tr|A0A023G565|A0A023G565_AMBTT, tr|A0A023G582|A0A023G582_AMBTT, tr|A0A023G6B0|A0A023G6B0_AMBTT, tr|A0A023G7E0|A0A023G7E0_AMBTT, tr|A0A023G7S6|A0A023G7S6_AMBTT, tr|A0A023G7X6|A0A023G7X6_AMBTT, tr|A0A023G7Y5|A0A023G7Y5_AMBTT, tr|A0A023G807|A0A023G807_AMBTT, tr|A0A023G832|A0A023G832_AMBTT, tr|A0A023GA13|A0A023GA13_AMBTT, tr|A0A023GAY9|A0A023GAY9_AMBTT, tr|A0A023GBD6|A0A023GBD6_AMBTT, tr|A0A023GDY4|A0A023GDY4_AMBTT, tr|A0A023GDZ0|A0A023GDZ0_AMBTT, tr|A0A023GED3|A0A023GED3_AMBTT, tr|A0A023GFJ0|A0A023GFJ0_AMBTT, tr|A0A023GPA6|A0A023GPA6_AMBTT, tr|A0A034WZ07|A0A034WZ07_RHIMP, tr|B7Q597|B7Q597_IXOSC, tr|B7Q9J7|B7Q9J7_IXOSC, tr|B7QK49|B7QK49_IXOSC, tr|B7QKY0|B7QKY0_IXOSC, tr|B7QN00|B7QN00_IXOSC, tr|F0J8M9|F0J8M9_AMBVA, tr|S5MKN4|S5MKN4_9ACAR, tr|V5H3P9|V5H3P9_IXORI			
